#MSM,Aba-Sah Dadzie(9),Milan Stankovic(8),Matthew Rowe 0001(7),Amparo Elizabeth Cano Basave(4),Giuseppe Rizzo 0002(3),Markus Strohmaier(3),Andrea Varga(3),Zhemin Zhu(2),Amparo Elizabeth Cano(2),Mena B. Habib(2)
Estimation of Distribution Algorithms,Pedro Larrañaga(15),José Antonio Lozano(7),Basilio Sierra(3),Ramón Sagarna(3),Iñaki Inza(3),Endika Bengoetxea(2),J. A. Gámez(1),José M. Peña 0001(1),Víctor Robles(1),Enrique Alba(1)
EthNLP@NAACL-HLT,Verena Rieser(1),Mark Alfano(1),Amanda Cercas Curry(1),Dirk Hovy(1),Michael Strube 0001(1),Margaret Mitchell(1),Allen Schmaltz(1)
Ethical Reasoning in Big Data,Sorin Adam Matei(3),Jeff Collmann(3),Rochelle E. Tractenberg(2),Elizabeth R. Pike(1),Lisa Singh(1),Michael Steinmann(1),Joel Kupersmith(1),Diane DiEuliis(1),James Giordano(1),Benjamin E. Berkman(1)
Ethics Inf. Technol.,Paul B. de Laat(4),Tony Doyle(3),Garry Young(3),Aimee van Wynsberghe(3),Bart Custers(3),Amanda J. C. Sharkey(3),Thomas Arnold 0001(2),Alexis M. Elder(2),John Danaher(2),Paul Formosa(2)
Euro-CYBERSEC,Erol Gelenbe(6),Dimitrios Tzovaras(5),Sokratis K. Katsikas(3),Ioannis Komnios(3),Luigi Castaldo(2),Georgios Spathoulas(2),Konstantinos M. Giannoutakis(2),Anastasija Collen(2),Konstantinos Votis(2),Javier Augusto-Gonzalez(2)
Euro-Par (2),Thomas Rauber(3),Guang R. Gao(3),Arnold L. Rosenberg(3),Denis Trystram(2),Fabrizio Petrini(2),Elkin Garcia(2),Xin Dong 0004(2),Gene Cooperman(2),Kiminori Matsuzaki(2),Ulrich Brüning 0001(2)
Euro-Par Workshops (2),Mario Cannataro(4),Kurt B. Ferreira(4),Josef Weidendorfer(3),Michael Gerndt(3),Raymond Namyst(3),Beniamino Di Martino(3),Chokchai Leangsuksun(3),Stephen L. Scott(3),Thomas Schaaf(3),Michael Alexander(3)
Euro-Par, Vol. I,Stephane Perennes(3),Nikitas J. Dimopoulos(2),Frederic Desprez(2),Christian Laforest(2),Jop F. Sibeyn(2),Thomas Rauber(2),Alan Wood(2),Olivier Michel(2),Herbert Kuchen(2),Ricardo Peña-Marí(2)
EuroCG,Christian Knauer(5),Ferran Hurtado(4),Craig Gotsman(4),Alexander Wolff 0001(4),Günter Rote(4),Oswin Aichholzer(4),Hannes Krasser(3),Joan Antoni Sellarès(3),Elmar Langetepe(3),Vitaly Surazhsky(3)
EuroISI,Yuval Elovici(3),Daniel Ortiz Arroyo(3),Hsinchun Chen(3),Steven R. Haynes(2),Thomas George Kannampallil(2),Dil Muhammad Akbar Hussain(2),Shlomi Dolev(2),Youngseek Kim(1),Igor Nai Fovino(1),Clinton J. Mielke(1)
EuroMed (1),Marinos Ioannides(6),Fabrizio Banfi(6),Raffaella Brumana(5),Anastasios D. Doulamis(4),Sander Münster(4),Spyros Vosinakis(4),Panayiotis Koutsabasis(4),Charalabos Ioannidis(4),Modestos Stavrakis(3),Kyriacos Themistocleous(3)
EuroPLoP,Uwe Zdun(31),Christian Kreiner(27),Till Schümmer(20),Klaus Marquardt(19),Eduardo B. Fernández(18),James Noble 0001(17),Takashi Iba(16),Maritta Heisel(15),Christian Kohls(15),Andreas Rüping(15)
EuroRV³@EuroVis,Paul Rosenthal(7),Kai Lawonn(7),Noeska N. Smit(3),Terece L. Turton(2),Benjamin Weyers(2),Florian Windhager(2),Francesca Samsel(2),Torsten W. Kuhlen(2),Colin Ware(2),Michael Krone(2)
EuroSec,Michalis Polychronakis(1),Juan Caballero(1)
EuroSec@EuroSys,Evangelos P. Markatos(3),Christian Wressnegger(3),Panagiotis Papadopoulos(3),Hongliang Liang(3),Herbert Bos(2),Michalis Polychronakis(2),Konrad Rieck(2),Angelos Stavrou(2),Alexander Würstlein(1),Mingyu Li(1)
EuroSys,Willy Zwaenepoel(10),Gustavo Alonso(9),Herbert Bos(8),Pascal Felber(8),Christof Fetzer(7),Ion Stoica(7),Tim Harris 0001(7),Gernot Heiser(7),Rodrigo Rodrigues(7),Y. Charlie Hu(6)
EuroVA@EuroVis,Daniel A. Keim(15),Silvia Miksch(13),Jürgen Bernard(10),Jörn Kohlhammer(10),Giuseppe Santucci(9),Natalia V. Andrienko(8),Heidrun Schumann(7),Gennady L. Andrienko(7),Theresia Gschwandtner(6),Tobias Schreck(6)
EuroVR,Patrick Bourdot(6),Didier Stricker(6),Victoria Interrante(5),Thierry Duval(5),Frédéric Noël(4),Gabriel Zachmann(3),Marco Sacco(3),Michele Fiorentino(2),Stefano Mottura(2),Peter Nickel(2)
EuroWeb,Jeremy G. Frey(2),David De Roure(2),Carole A. Goble(2),Les Carr(1),Mariemma Inmaculada Yagüe del Valle(1),Michael B. Giles(1),Andy J. Keane(1),J. Ibbotson(1),David A. Duce(1),David Gavaghan(1)
Eurographics,André Gagalowicz(6),Paul J. W. ten Hagen(6),Frederik W. Jansen(6),David A. Duce(6),Bianca Falcidieno(5),Daniel Thalmann(5),Nadia Magnenat-Thalmann(5),Eugene Fiume(5),Kadi Bouatouch(4),Iván Herman(4)
Eurographics (Areas Papers),Roberto Scopigno(2),Matthew Cooper 0001(2),Rüdiger Westermann(2),Jens H. Krüger(2),Peter Carss(1),Monica Brezzi(1),M. A. Silva(1),Werner Purgathofer(1),Alan Chalmers(1),Luiz Velho(1)
Eurographics (Invited Papers),Daniel Thalmann(1),Robert Cailliau(1),Roger J. Hubbold(1)
Eurographics (Lab Presentations),Werner Purgathofer(2),Juan Carlos Torres 0001(2),Jirí Bittner(1),M. Eduard Gröller(1),Michael Wimmer(1),Anatole Lécuyer(1),Enrico Gobetti(1),R. Martin(1),Reyer Zwiggelaar(1),Peter Robinson 0001(1)
Eurographics (Posters),Eike Falk Anderson(8),Jirí Zára(4),Peter Eisert(3),Philipp Agethen(3),Enrico Rukzio(3),Robert S. Laramee(3),Tamy Boubekeur(3),Marcus A. Magnor(3),Felix Gaisbauer(3),Juan Carlos Torres 0001(3)
Eurographics Italian Chapter Conference,Sebastiano Battiato(10),Roberto Scopigno(9),Enrico Gobbetti(8),Riccardo Scateni(8),Giovanni Gallo(8),Raffaele de Amicis(7),Leila De Floriani(7),Giovanni Maria Farinella(6),Giuseppe Conti(6),Laura Papaleo(6)
Eurographics Workshop on Programming Paradigms in Graphics,Philipp Slusallek(1),Jean-Francis Balaguer(1),Richard H. M. C. Kelleners(1),Ekkehard Beier(1),Parris K. Egbert(1),S. J. Lambourn(1),Hossein Deldari(1),Sigbjørn Finne(1),Hans-Peter Seidel(1),Edwin H. Blake(1)
European Educational Forum: School on Embedded Systems,Michael S. Branicky(1),Pim Kars(1),Michael Holdgaard(1),Aloysius K. Mok(1),Devesh Bhatt(1),Freddie T. G. Veltmaat(1),Shangping Ren(1),Anders P. Ravn(1),Gul Agha(1),Thomas J. Eriksen(1)
European Workshop on Applications and Theory in Petri Nets,P. S. Thiagarajan(3),Eike Best(3),Agathe Merceron(3),Vadim E. Kotov(2),Gérard Roucairol(2),Marco Ajmone Marsan(2),Rüdiger Valk(2),Kurt Jensen(2),Ludmila Cherkasova(2),César Fernández(2)
Eusl,Anja Welsch(1)
Evaluating User Experience in Games,Regina Bernhaupt(2),Manfred Tscheligi(2),Heather Desurvire(1),Gareth R. White(1),Michael Haller(1),Michael A. Brown(1),Bart Van Iersel(1),Ian J. Pitt(1),Karolien Poels(1),Anna Louise Cox(1)
Event Processing,K. Mani Chandy(5),Opher Etzion(5),Rainer von Ammon(5),Sharma Chakravarthy(1),François Bry(1),Raman Adaikkalavan(1),Eui-nam Huh(1),Alejandro P. Buchmann(1),Susan Darling Urban(1),Suzanne W. Dietrich(1)
EvoApplications,Juan Julián Merelo Guervós(22),Mengjie Zhang(12),Antonio Miguel Mora(12),Julian Togelius(11),Giovanni Iacca(11),A. E. Eiben(11),Pablo García-Sánchez(9),Giovanni Squillero(8),Miguel A. Vega-Rodríguez(8),Bing Xue 0001(8)
EvoBIO,Jason H. Moore(14),Elena Marchiori(5),Leonardo Vanneschi(5),Jesús S. Aguilar-Ruiz(5),Marylyn D. Ritchie(5),Mario Giacobini(5),Casey S. Greene(5),Miguel A. Vega-Rodríguez(4),Alex Alves Freitas(4),Andreas Zell(4)
EvoRobots,Jean-Arcady Meyer(3),Dario Floreano(3),Phil Husbands(3),Inman Harvey(2),Orazio Miglino(2),Nick Jacobi(2),Francesco Mondada(2),Jérôme Kodjabachian(1),Peter Horvai(1),Claudio Mattiussi(1)
Evol. Intell.,Larry Bull(8),Mengjie Zhang(7),Ryan J. Urbanowicz(5),A. E. Eiben(5),Pier Luca Lanzi(4),Anthony Brabazon(3),Juan Julián Merelo Guervós(3),Oliver Kramer(3),Kamran Shafi(3),Muhammad Iqbal 0001(3)
Evolution of Telecommunication Services,Noël Crespi(3),Roberto Minerva(2),Antonio Manzalini(2),Thomas Magedanz(2),Corrado Moiso(2),Julius Müller(2),Marius Corici(1),Dorgham Sisalem(1),Jiri Kuthan(1),Christoph Heitz(1)
Evolutionary Based Solutions for Green Computing,Tomoya Enokido(1),Samee Ullah Khan(1),Takuro Inoue(1),Daniel Moldovan(1),Joanna Kolodziej(1),Tao Jiang 0008(1),Benjamin Belzer(1),Sandeep K. S. Gupta(1),Ionut Anghel(1),Dan Chen 0001(1)
Evolutionary Design of Intelligent Systems in Modeling, Simulation and Control,Oscar Castillo 0001(8),Patricia Melin(5),Antonio Rodríguez Díaz(5),Roberto Sepúlveda(3),Luis T. Aguilar(3),Oscar Montiel(3),Ricardo Martínez-Soto(2),Carelia Gaxiola(2),Dora-Luz Flores(2),María de los Angeles Hernandez Medina(1)
Evolutionary Programming,David B. Fogel(16),Robert G. Reynolds(10),Xin Yao 0001(8),Peter J. Angeline(8),Kumar Chellapilla(7),Yong Liu 0012(6),Michael Conrad(6),Marc Schoenauer(6),Zbigniew Michalewicz(5),Ralf Salomon(5)
ExaCt,Thomas Roth-Berghofer(18),David B. Leake(10),Stefan Schulz 0004(6),Daniel Bahls(6),Nava Tintarev(6),Björn Forcher(5),Paulo Pinheiro da Silva(4),Deborah L. McGuinness(4),Francisco Elizalde(3),Luis Enrique Sucar(3)
Exact Methods in the Study of Language and Text,Peter Grzybek(4),Reinhard Köhler(3),Eric S. Wheeler(2),Andrij A. Rovenchak(1),Gejza Wimmer(1),Walter A. Koch(1),Hans Goebl(1),Wolfgang Hilberg(1),Dmitrij L. Spivak(1),Rajmund G. Piotrowski(1)
Executable Modal and Temporal Logics,Michael Fisher 0001(3),Richard Owens(2),Mark Reynolds(1),Ralf Treinen(1),Jana Koehler(1),Christoph Brzoska(1),Thom W. Frühwirth(1),Nienke den Haan(1),Marcos Cavalcanti(1),Shinji Kono(1)
Expanding Graphs,Yuval Roichman(1),Vasiliy A. Ustimenko(1),Mark Jerrum(1),Fan R. K. Chung(1),Alexander Lubotzky(1),Felix Lazebnik(1),Holger Schellwat(1),Daniel N. Rockmore(1),Moshe Morgenstern(1),Audrey Terras(1)
Experimental Algorithmics,Peter Sanders 0001(3),Bernard M. E. Moret(3),Christoph Meinel(2),Christos D. Zaroliagis(2),Rudolf Fleischer(2),Harald Sack(1),Giuseppe F. Italiano(1),Irene Finocchi(1),Michael R. Fellows(1),Erik Meineche Schmidt(1)
Expert Database Conf.,David Maier 0001(3),Michael Stonebraker(3),Yannis E. Ioannidis(3),Gio Wiederhold(2),Antonio L. Furtado(2),Laurent Vieille(2),Jack Minker(2),Robert Demolombe(2),Luiz Tucherman(2),Patrick Valduriez(2)
Expert Planning Systems,Brian Drabble(2),Ken Currie(2),Raymond E. Levitt(2),Austin Tate(2),Alexander Verbraeck(2),Annegret Baumewerd-Ahlmann(1),P. Falcão(1),H. Schäfer(1),M. Volpa(1),D. P. Clancy(1)
ExploreDB@SIGMOD/PODS,Panos K. Chrysanthis(4),Georgia Koutrika(4),Kostas Stefanidis(3),Marialena Kyriakidi(3),Mirek Riedewald(3),Mohamed A. Sharaf(3),Yannis E. Ioannidis(3),Alexandros Labrinidis(3),David Maier 0001(2),Laks V. S. Lakshmanan(2)
Exploring Virtuality,Leif Kobbelt(2),Shirley Beul(1),Klaus Müller(1),Ming Li 0016(1),Marco Hemmerling(1),Andreas Mühlberger(1),Stefan Rieger(1),Martin Habbecke(1),Henning Staar(1),Daniel Schilberg(1)
Exploring a New Partnership: Children, Teachers and Technology,Sindre Røsvik(2),Yaacov J. Katz(2),Baruch Offir(2),David Passig(1),Yiannis Laouris(1),Panayiota Kouppe(1),Gerald Futschek(1),C. Dianne Martin(1),Arto Joutsimaki(1),Ellen Kolodner(1)
Expressive,David Mould(5),Jingwan Lu(4),Joëlle Thollot(4),Romain Vergne(4),Craig S. Kaplan(3),Daniel Sýkora(3),Hongbo Fu(3),Thomas Hurtut(3),Lars Doyle(3),Amir Semmo(3)
Expressive (Posters, Artworks, and Bridging Papers),Penousal Machado(3),Tevfik Metin Sezgin(3),Faramarz Samavati(1),Amy Gooch(1),Catarina Maçãs(1),Sheelagh Carpendale(1),Esteban García Bravo(1),Brian Wyvill(1),Ergun Akleman(1),Gilberto Bernardes(1)
F-IDE,Michael Leuschel(2),David R. Cok(2),Luís Diogo Couto(1),John Witulski(1),Peter Gorm Larsen(1),Christopher M. Poskitt(1),Caleb Priester(1),Catherine Dubois(1),Sebastian Krings(1),Peter W. V. Tran-Jørgensen(1)
F-IDE@FLoC,Paolo Masci(2),Sylvain Dailler(1),Thomas Thüm(1),Yannick Moy(1),Alcino Cunha(1),Rui Couto(1),Carsten Pardylla(1),Claude Marché(1),Riccardo Melioli(1),Steve Reeves(1)
F-IDE@FM,Paolo Masci(4),Catherine Dubois(2),Dominique Méry(2),Rosemary Monahan(2),Jonas Stromberg(1),Philippe A. Palanque(1),David Déharbe(1),Markus Alexander Kuppe(1),Martin Gogolla(1),Étienne Prun(1)
FAABS,Michael G. Hinchey(8),John-Jules Ch. Meyer(6),Walt Truszkowski(6),Diana F. Gordon(5),Charles Pecheur(5),Diana F. Gordon-Spears(4),William M. Spears(4),Bojan Cukic(3),Alessio Lomuscio(3),Diana F. Spears(3)
FABULOUS,Simona Halunga(13),Octavian Fratu(13),George Suciu(10),Liljana Gavrilovska(9),Alexandru Vulpe(8),Marian Vladescu(6),Vladimir Poulkov(5),Aleksandar Risteski(5),Vladimir Atanasovski(5),Alberto Leon-Garcia(5)
FAL,Hermann Roth(1)
FAMOOSr@TOOLS,Stéphane Ducasse(4),Michele Lanza(4),Ilham Alloui(3),Mathieu Suen(2),Bart Van Rompaey(2),Damien Pollet(2),Hani Abdeen(2),Oscar Nierstrasz(1),Radu Marinescu 0001(1),Martin Pinzger 0001(1)
FAMOOSr@WCRE,Simon Denier(2),Michele Lanza(2),Stéphane Ducasse(1),Alberto Bacchelli(1),David Röthlisberger(1),Jannik Laval(1),Fernando Olivero(1),Romain Robbes(1),Tudor Gîrba(1),Marco D'Ambros(1)
FASec,Gordon Thomas Rohrmair(1),Vitaly Shmatikov(1),Peter Ryan(1),Dieter Gollmann(1),Carsten Rudolph(1),Jules Desharnais(1),David von Oheimb(1),Gethin Norman(1),David Sinclair(1),Gavin Lowe(1)
FBT,Jens Grabowski(9),Ina Schieferdecker(6),Axel Rennoch(5),Bernhard Schätz(5),Peter Langendörfer(5),Jan de Meer(4),Katharina Spies(4),Stefan Heymer(4),Thomas Gehrke(4),Hartmut König(4)
FCA4AI@IJCAI,Amedeo Napoli(13),Sergei O. Kuznetsov(10),Sebastian Rudolph(5),Aleksey Buzmakov(4),Hernán Astudillo(4),Víctor Codocedo(4),Dmitry I. Ilvovsky(3),Yury Kashnitsky(2),Stefan E. Schmidt(2),Mrinal Rawat(2)
FCP@NAACL-HLT,Adam Meyers(2),Aravind K. Joshi(2),Advaith Siddharthan(1),Olga Babko-Malaya(1),Martin Cmejrek(1),Nizar Habash(1),Markéta Lopatková(1),Veronika Zielinska(1),Helen Langone(1),David Farwell(1)
FCRC,Olivier Temam(1),Kathy Yelick(1),Balaji Prabhakar(1),Andrew Chi-Chih Yao(1),John Wilkes(1),Michael Stonebraker(1),Don Syme(1),Rajiv Gupta 0001(1),Vivek Sarkar(1)
FCS,Pei Li Zhou(11),Yongli Li(11),Bhupinder Singh Anand(8),Mark Burgin(7),Akihiro Fujiwara(7),Hamid R. Arabnia(6),He Lin(6),Justie Su-tzu Juan(6),Xuemou Wu(5),Andras Farago(5)
FCST,Minyi Guo(9),Chang-Dong Wang(7),Hai Jin 0001(7),Dan Feng 0001(5),Wenyu Qu(4),Lirong Wang(4),Jian-Huang Lai(4),Fang Wang 0001(4),Keqiu Li(4),Weiqin Tong(3)
FCV,Kang-Hyun Jo(7),Keiichi Uchimura(7),Gou Koutaki(7),Rin-ichiro Taniguchi(7),Atsushi Shimada(6),Chil-Woo Lee(6),Hajime Nagahara(5),Kunihito Kato(5),Dong-Seok Jeong(4),Jong-Soo Choi(4)
FDIA@ESSIR,Yashar Moshfeghi(3),Ingo Frommholz(2),Haiming Liu 0002(2),Puneet Mamgain(1),Erika Fabris(1),Magdalena Nikola(1),Vasileios Stamatis(1),Iadh Ounis(1),Craig Macdonald(1),Alfred Sliwa(1)
FDL,Christoph Grimm 0001(31),Tom J. Kazmierski(22),Rolf Drechsler(22),Martin Radetzki(17),Fernando Herrera(15),Eugenio Villar(14),Franco Fummi(14),Wolfgang Rosenstiel(12),Jean-Luc Dekeyser(12),Wolfgang Nebel(11)
FDPE@ICFP,Rex L. Page(2),Frank Huch(2),Matthias Felleisen(2),Eli Barzilay(1),Robby Bruce Findler(1),Markus Triska(1),Annette Bieniusa(1),Marcus Crestani(1),Simon Thompson(1),Alley Stoughton(1)
FDTC,Jean-Pierre Seifert(10),Israel Koren(9),Luca Breveglieri(9),Sylvain Guilley(8),David Naccache(8),Jörn-Marc Schmidt(7),Shivam Bhasin(7),Debdeep Mukhopadhyay(7),Ingrid Verbauwhede(6),Assia Tria(6)
FE@NIPS,Dmitry Storcheus(2),Afshin Rostamizadeh(2),Mehryar Mohri(2),Animashree Anandkumar(2),Elnaz Barshan(1),Sanjiv Kumar(1),Gal Chechik(1),U. N. Niranjan(1),Hod Lipson(1),Jason Yosinski(1)
FECS,Victor A. Clincy(8),Nasser Tadayon(6),Hamid R. Arabnia(6),Hassan Pournaghshband(5),Kevin Daimi(5),Shahriar Movafaghi(5),Susan Loveland(4),Laurie Patterson(4),M. R. K. Krishna Rao(4),Kanaan A. Faisal(3)
FEMIB,Victor Chang 0001(5),Mitra Arami(3),Patricia Baudier(3),Tomasz Sierotowicz(2),Juris Binde(2),Yijie Chen(2),Gundars Berzins(2),Gary B. Wills(2),Irina Arhipova(2),Qianwen Xu(2)
FET,Alois Ferscha(4),Neelie Kroes(3),Steen Rasmussen(3),István Ulbert(3),Naveen Kuppuswamy(3),Ingi Helgason(3),Auke Jan Ijspeert(3),Paul F. M. J. Verschure(3),Tommaso Lenzi(2),Paolo Dario(2)
FFER/DLPR@ICPR,Yue Ming 0001(2),Gui-Song Xia(1),Jingdong Wang(1),Yangqing Jia(1),Kamal Nasrollahi(1),Aythami Morales(1),Thomas B. Moeslund(1),Fadi Dornaika(1),Michal Koziarski(1),Shuicheng Yan(1)
FGCN,Heeyoung Jung(2),Jian Shen 0001(1),Dong-Hyeok Suh(1),Nigel Linge(1),Xifeng Wang(1),Zhangjie Fu(1),Sangmin Lee(1),Po-Jen Chuang(1),Hae Sook Jeon(1),Oleg Sergeychuk(1)
FGCT,Aboubaker Lasebae(4),Kun-Ming Yu(4),Abdelali El Bouchti(3),Jonathan Loo(3),Mahdi Aiash(3),Ingo Frommholz(2),José Juan Pazos-Arias(2),Martín López Nores(2),Bogdan V. Ghita(2),Yolanda Blanco-Fernández(2)
FGIT,Hyun Yoe(13),Jeong-Hwan Hwang(11),Dongho Won(10),Tai-Hoon Kim(7),Jiwoong Lee(7),Dominik Slezak(6),Kwang-Woo Lee(6),Inwhee Joe(5),Namje Park(5),Piotr Wisniewski 0001(4)
FGIT-ASEA/DRBC/EL,Aamer Nadeem(5),Yong-Kee Jun(4),Youngkon Lee(3),Toshio Nakagawa(3),Tai-Hoon Kim(3),Woo Yeol Kim(3),Robert Young Chul Kim(3),Gang-soo Lee(3),Hyun Seung Son(3),Tadashi Dohi(2)
FGIT-BSBT,Chien-Yeh Hsu(3),Ya-Ting Lee(2),Alireza Taleei(2),Chien-Ming Chen(2),Kuo-Yuan Hwa(2),Xiaofeng Song(2),Carey E. Priebe(1),Kyo-In Koo(1),Huinan Wang(1),Seyed Ali Peyghambari(1)
FGIT-FGCN (2),Hong Kook Kim(11),Marjan Kuchaki Rafsanjani(4),Seung Ho Choi(4),Bong-Hwa Hong(4),Young-Hun Lee(3),Hyokyung Chang(3),Chan Jun Chun(3),Seok-Pil Lee(3),Ketan Kotecha(3),Bobby D. Gerardo(3)
FGIT-FGCN/DCA,Soongohn Kim(3),Sunsik Roh(2),Young-Hun Lee(2),Min Choi(2),Satoshi Murata(2),Kaori Fujinami(2),Namgi Kim(2),Rita Yi Man Li(2),Ill-Keun Rhee(1),Tae-Yong Kim(1)
FGIT-GDC,Keun-Wang Lee(6),Dae-Seok Rho(5),Byung-Uk Choi(4),Jungwon Cho(4),Hyeong-Ok Lee(4),Hyun Seob Cho(3),Hyun Sim(3),Youngseok Lee 0001(3),Stephen S. Yau(3),Si-Ho Cha(3)
FGIT-GDC/CA,Joon-Min Gil(3),Kwang Mong Sim(3),Dimitris A. Karras(2),Dimitrios A. Karras(2),Kwang-Sik Chung(2),SungJin Choi(2),Ali Movaghar(1),Sumi Song(1),Rallis C. Papademetriou(1),Franco Robledo(1)
FGIT-MulGraB (1),Nakhoon Baek(5),Young-Ho Park(3),Kyungeun Cho(3),Kwan-Hee Yoo(3),Eunyoung Ahn(3),YangSun Lee 0002(3),Yunsik Son 0001(3),Chan Park(2),Tri Prasetyaningrum(2),Ji-Seong Jeong(2)
FGIT-SIP,Tai-Hoon Kim(8),Debnath Bhattacharyya(5),Anwar M. Mirza(4),M. Arfan Jaffar(4),Junzhong Gu(4),Gang-soo Lee(4),Ayoub Al-Hamadi(3),Bernd Michaelis(3),Hideo Kuroda(3),Joonki Paik(3)
FGIT-SecTech,Tai-Hoon Kim(6),Zhiping Cai(3),Jianping Yin(3),Martin Drahanský(3),Wai-Chi Fang(3),Jieren Cheng(3),Phalguni Gupta(2),Vrizlynn L. L. Thing(2),Yuan Tian 0003(2),Rosslin John Robles(2)
FGM-Verlag,Michael Schineis(1)
FGR,Thomas S. Huang(12),Stan Z. Li(12),Wen Gao 0001(10),Seong-Whan Lee(9),Josef Kittler(7),Jeffrey F. Cohn(6),Shiguang Shan(6),HongJiang Zhang(6),Pong Chi Yuen(5),Yuxiao Hu(5)
FHIES,Deshendran Moodley(5),Wendy MacCaull(5),Christopher J. Seebregts(4),Zhiming Liu 0001(4),Anban W. Pillay(4),Ita Richardson(3),Neeraj Kumar Singh(3),Kudakwashe Dube(3),Thomas T. Hildebrandt(3),Dominique Méry(3)
FHIES/SEHC,Sanjai Rayadurgam(2),Paul Curzon(2),Insup Lee(2),Jens H. Weber(2),Paolo Masci(2),Oleg Sokolsky(2),Liam Peyton(2),Craig E. Kuziemsky(2),Mats Per Erik Heimdahl(2),Lian Duan(2)
FICTA (2),V. Suma 0001(8),Sunanda Dixit(5),J. K. Mandal(4),Manas Kumar Sanyal(4),Vikrant Bhateja(4),Mahesh Chandra(4),Ananthi Sheshasaayee(4),U. S. Poornima(3),Suresh Chandra Satapathy(3),Muzameel Ahmed(3)
FIDIS,Simone Fischer-Hübner(3),Rieks Joosten(3),Penny Duquenoy(3),Rowena Rodrigues(2),Albin Zuccato(2),Thomas P. Keenan(2),Diane Whitehouse(2),Leonardo A. Martucci(2),Sebastian Pape 0001(2),Mike Bergmann(2)
FIDJI,Gianna Reggio(5),Nicolas Guelfi(3),Lorenzo Bettini(3),Alexander B. Romanovsky(3),Egidio Astesiano(2),Jörg Kienzle(2),Raul Silaghi(2),Alfred Strohmeier(2),Pedro R. Muro-Medrano(1),Alessandro Termini(1)
FIFI/OMIA@MICCAI,Xinjian Chen(4),Fei Shi(3),Pim Moeskops(2),Behdad Dashtbozorg(2),Angelo Cavallaro(2),Alberto Gómez 0002(2),Aris Papageorghiou(2),Cheng Wan 0003(2),Jiang Liu 0001(2),Emanuele Trucco(2)
FIMH,Maxime Sermesant(28),Reza Razavi(23),Bart H. Bijnens(21),Kawal S. Rhode(18),Dominique Chapelle(17),Oscar Camara(17),Alejandro F. Frangi(16),Daniel Rueckert(16),Arun V. Holden(16),Patrick Clarysse(16)
FIS,Anna Fensel(2),Massimo Zancanaro(2),Marco Pistore(2),Robert Tolksdorf(2),Dieter Fensel(2),Nikos Fotiou(1),Elena Not(1),Stuart Taylor(1),Reto Krummenacher(1),Yan Shvartzshnaider(1)
FISEE,Manuel Mazzara(6),Giancarlo Succi(4),Mansur Khazeev(3),Daniel de Carvalho(3),Andrey Sadovykh(3),Sergey Masyagin(3),Iouri Kotorov(2),Hamna Aslam(2),Petr Zhdanov(2),Jean-Michel Bruel(2)
FLAIRS Conference,Danielle S. McNamara(44),Vasile Rus(39),Avelino J. Gonzalez(35),Diane J. Cook(32),Taghi M. Khoshgoftaar(32),Philip M. McCarthy(28),Lawrence B. Holder(27),Rainer Knauf(26),Gabriele Kern-Isberner(26),Jean-Pierre Desclés(26)
FLOPS,Oleg Kiselyov(8),Peter J. Stuckey(7),Andy King(6),Rafael Caballero 0001(6),Francisco Javier López-Fraguas(6),Germán Vidal(5),Martin Sulzmann(5),Mario Rodríguez-Artalejo(5),Fernando Sáenz-Pérez(5),Akimasa Morihata(5)
FM Workshops (2),Peter Gorm Larsen(3),Assiya Khuzyakhmetova(2),Aidarbek Suleimenov(2),Casper Thule(2),Hugo Daniel Macedo(2),Graeme Smith(2),Antonio Cerone(2),Riccardo Guidotti(1),Alexandre Maréchal(1),Christophe Alias(1)
FM-Trends,Sten Agerholm(2),Oscar Slotosch(2),Peter Gorm Larsen(2),Michael Balser(2),Markus Ullmann(2),Wolfgang Reif(2),Werner Stephan 0001(2),Kurt Stenzel(2),Gerhard Schellhorn(2),Dieter Hutter(2)
FMEC,Jaime Lloret 0001(8),Yaser Jararweh(6),Attila Kertész(5),Elhadj Benkhelifa(5),Alá F. Khalifeh(4),Khalid A. Darabkh(4),Tomi Westerlund(4),Moayad Aloqaily(4),Claus Pahl(4),Nour Mostafa(4)
FMICS,Alessandro Fantechi(7),Jiri Barnat(5),Marko C. J. D. van Eekelen(5),Alessio Ferrari 0001(5),Stefan Kowalewski(5),Maurice H. ter Beek(4),Wendelin Serwe(4),María Alpuente(4),Darren D. Cofer(4),Dejan Nickovic(3)
FMICS/PDMC,Lubos Brim(3),Gerald Lüttgen(2),Pavel Moravec 0002(2),Jens Schönborn(1),Ansgar Fehnker(1),Christophe Pajault(1),Paul Pettersson(1),Radu Siminiceanu(1),Michael Weber 0002(1),Erika Ábrahám(1)
FMLDO,Andreas Heuer 0001(9),Gunter Saake(9),Klaus-Dieter Schewe(6),Jan Van den Bussche(6),Marc H. Scholl(5),Bernhard Thalheim(4),Jan Paredaens(4),Roel J. Wieringa(4),Stefan Conrad 0001(4),John-Jules Ch. Meyer(3)
FMLDO - Selected Papers,Heiko Schuldt(2),Andrei Popovici(2),Can Türker(1),Alfred Fent(1),Ralf Schenkel(1),Anne Doucet(1),Javier Pinto(1),Xuequn Wu(1),Hans-Jörg Schek(1),Elisa Bertino(1)
